data,category
".
",No_Label
"Projects:
",No_Label
"-
",No_Label
"K2-AAS – Complete Accounting system
Test Data Management- POC
Desktop Sunset - SAF framework
ERCS – Error Correction system
",No_Label
"Education
Bachelor of Engineering – Information Technology
",Education
"Sept. 2010
",Education
"Rajiv Gandhi Institute of Technology, Andheri - University of Mumbai
",Education
"Masters in Management Studies – Finance
",Education
"July 2019
",Education
"Cooking
Listening music
Pencil Drawing
• Scrapbooking
DIY Crafts
",No_Label
"PERSONAL DETAILS
",No_Label
"Mother's Name: Mrs. Seema Malik
Father's Name : Mr. Rakesh Malik
Date of Birth : 30th July
Address : B-1, 402 Ganga Nebula housing society
Viman Nagar, Pune
Maharashtra
",Personal
"WORK EXPERIENCE
",No_Label
"Assistant Manager, Asia Pacific PRA Regulatory Reporting
HSBC EDPI (P) LTD | July 2018 to present
",Work_Experience
"PRA regulatory returns as per Basel Core Principles 2/3 and Capital Requirements Regulation.
",No_Label
"AMIT SHARMA
",Personal
"Preparing and posting adjustments to fix standard and/or site specific RWA computation
issues for monthly and/or quarterly reporting.
",No_Label
"REGULATORY REPORTING ANALYST
",Work_Experience
"Reporting Professional with over 5 years of rich experience in
Regulatory and PRA Reporting domain in Banking and
Financial vertical. Strong finance professional with a Chartered
Accountants focused in Accounting and Finance from The
Institute of Chartered Accountants of India.
",No_Label
"Preparing Pillar 1, COREP & Pillar 3 reports and submission to Group by ensuring complete and
timely submission including sign offs in accordance with the WD time table.
Preparing Internal MI Packs including business commentary for stakeholder sign offs with
emphasis on value added commentary on banking book RWA and EAD with respect to
Business Segment, Exposure class Group and RWA Methodology Approach.
Identification of avenues relating to process improvements/efficiency/change and drive
process enhancements.
",No_Label
"CORE SKILLS
",No_Label
"Identify bugs or gaps in data flow or risk engine inconsistencies and provide requirements to
data sourcing teams to correctly represent data on the risk systems. and propose strategic
solutions for the same.
",No_Label
"• Proficiency in working with large volume of data
using query languages like SQL on day on day
basis
• Proficient in working with Microsoft Office
• Knowledge of systems like Moodys RCT and
Fermat Qlikview used as RWA Engine &
an analyzing various Risk parameter.
• Experience in using Hyperion, Oracle and IRIS web.
",No_Label
"Assistant Manager, US Regulatory and SEC Reporting
Genpact India | Oct. 2015 to June 2018
",Work_Experience
"Quarterly Reporting of financial statements which involved analysis of FR - Y9C and FR-Y11/2314 reports of various Legal Entities and providing variance explanations for them in
accordance with the US Federal Bank regulations.
Preparing various SEC Schedules including providing movement explanation as part of
various 100 and 10k in accordance with WD time tables.
",No_Label
"Detailed analysis of unnatural account balance related to balance sheet items for regulatory
reporting.
",No_Label
"ACHIEVEMENTS
",No_Label
".
",No_Label
"Taking conference calls independently with the Clients to walk through the day to day
activities.
Knowledge of various Federal Accounting Standards/ Accounting Standards
applicable.
",No_Label
"Awarded best Team-Player in HSBC for 3rd quarter
as a part of rewards and recognition in Asia Pacific
for quickly picking up BAU activities including
Gurgaon & Chennai
location.
• Awarded best employee of the quarter for Q2-
2017 in GECA.
Resolved long ongoing issue in HSBC where
adjustment of $85 Billion was done every half
yearly, and received various formal
appreciations for the same
",No_Label
"Participated in System migration for Lift and shift of huge volume data to check
the accuracy and completeness of data flow.
",No_Label
".
",No_Label
"Preparing Internal Ml reports- for worked on Joint venture P/L and equity
reporting.
",No_Label
"• Coordinator- Extra Curricular Committee
responsible for organizing CSR activities for
Regulatory reporting vertical.
",No_Label
"EDUCATIONAL
",No_Label
"QUALIFICATION
",No_Label
"Chartered Accountant
The Institute of Chartered Accountantof India
",Education
"2010-2015
",Education
"CONTACT INFORMATION
",No_Label
"B.COM
Delhi University
",Education
"Mobile: +91-7827295659
Email: caamitsharma1211@gmail.com
",Personal
"CA Industrial Training - 1 year with Luminous Group
CA Articleship Training – 2 year with Pawan Singhal & Co. Chartered Accountants Secured
Exemption in 4 Subjects in CA Final Exam.
",No_Label
"CA-IPCC Examination in 1st Attempt in May, 2011
",No_Label
"YUNUS HAYAT
",Personal
"CV
",No_Label
"Yunus is a qualified Human Resource Professional with over 17 years of working experience in HR Leadership positions
across industries FMCG, Manufacturing, Engineering, FM and Management Consulting, having gained a core expertise
into Strategic & Corporate HR functions across multiple geographies namely India, Middle East.
",No_Label
"EXPERIENCE DIMENSION
",No_Label
"10 yrs.
",No_Label
"ооо
",No_Label
"04
yrs.
",No_Label
"Generalist HR & Corporate HR (Incl- Strategic HR Drives across Regions, SBUs', Units & Client Sites)
Talent Acquisition, CxO - Leadership Hiring, DISC Profiling, Assessments.
Talent Management (all four elements) and L&D - Complete Loop, Leadership Development
",No_Label
"07 yrs.
",No_Label
"ACADEMICS
",No_Label
"ооо
",No_Label
"MLS - Master of Labour Studies - University of Mumbai (India) - Batch: 1999-2001.
B.Com - University of Mumbai, (India) Batch: 1992 - 95 - Birla College of Arts Science & Commerce, Kalyan Dist.: Thane.
Internationally Certified DISC & PPA Administrator - a Psychometric Assessment Tool from Thomas International - April 2010.
",Education
"WORK EXPERIENCE
",No_Label
"Dec 2017 - Present
",Work_Experience
"Principal Consultant - Human Capital Practices (India, ME)
BasilHR Advisory Services Private Limited, Thane, Mumbai (India)
ROLE FOCUS - To Establish Consulting Space in India & Middle East
",Work_Experience
"I lead Human Capital Practices for India, Middle East Region in the capacity of Principal Consultant.
",No_Label
"Risk/P&L Reporting
• Liaised with Credit Derivatives traders and Senior Strats to setup Risk/P&L reporting for CDS/CDO/Bond trading desks.
Setup automated generic Risk/P&L reporting templates for Structured Credit Products that auto-populated once the underlying data
dependency graph was satisfied.
• Tools/Platforms used: Python, VBA, Java/C#, Bbg Excel Add-Ins
",No_Label
"Bank of America Merrill Lynch
Mumbai, India
AVP, Global Markets & Research
Jul '08 - Jun'12
• BAML Global Recognition award for outstanding contribution towards achieving STP across all execution flows
",Work_Experience
"O
",No_Label
"HFT - Low Latency DMA
Analyzed the existing architecture of DMA flow to transform it to new generation Low Latency trading stack in Java.
• Dev. and India project lead to deliver the first Ultra Low Latency stack for India business, for Cash as well as F&O flow.
Language/Framework: Java, Tibco EMS, Tibco RV
",No_Label
"O
",No_Label
"Aggressive Pairs Trading Strategy (Cash-Future Arbitrage)
• Developed a Pairs arbitrage trading strategy to achieve the desired spread between a stock and its futures contract.
• The strategy identifies co-integrated stocks deviating from their usual relative mean spread, and performs passive posting of lead leg
and aggressive posting of lagging leg, while achieving the desired spread.
• Language/Framework: Java, R
",No_Label
"Native Spread Trader (Index Calendar Spreads)
• Developed a spread trading engine for trading calendar spreads (rolls) in the index derivatives segment, using TWAP strategy.
Language/Frameworks: Java, Tibco EMS/ RV
",No_Label
"Adaptive Order Splitter
• Developed an order splitting strategy engine to split orders adaptively across multiple exchanges based on historical stats.
• The engine uses stock ADV and accumulated volumes to predict ideal exchange wise order splits.
• Language/frameworks: Java, Tibco EMS
",No_Label
"Basket Order Tool
• Designed and developed a 3-Tier application for generating index basket instruments and orders using the most recent traded
prices of constituent stocks, significantly reducing index basket order creation time from 4-5 minutes to a few seconds.
• Developed the functionality for the separation of restricted and exception securities from normally traded securities.
• Language/frameworks used: Java, C#, SQL, Tibco EMS/RV
",No_Label
"Middle Office Engine
• Designed and developed a 3-Tier India Middle Office Engine for trade settlement & reporting for Equities as well as Derivatives.
• Collaborated with the back-office team to ensure proper integration of daily settlement processes. Was awarded
Global Recognition Award for achieving complete STP of settlement operations for India business within 2 years.
• Language/Framework: Java, C#, SQL, Tibco EMS/RV
",No_Label
